,siteID,siteuse,replsite,lon_WGS84,lat_WGS84,stratum,wgt,ip,caty,Join_Count,TARGET_FID,JOIN_FID,COMID,FDATE,Resolution,GNIS_ID,GNIS_NAME,LENGTHKM,REACHCODE,WBAREACOMI,FTYPE,FCODE,StreamLeve,StreamOrde,StreamCalc,FromNode,ToNode,Hydroseq,LevelPathI,Pathlength,TerminalPa,ArbolateSu,Divergence,StartFlag,TerminalFl,DnLevel,UpLevelPat,UpHydroseq,DnLevelPat,DnMinorHyd,DnDrainCou,DnHydroseq,FromMeas,ToMeas,RtnDiv,AreaSqKM,TotDASqKM,DivDASqKM,Tidal,TOTMA,HWNodeSqKM,MAXELEVRAW,MINELEVRAW,MAXELEVSMO,MINELEVSMO,SLOPE,ELEVFIXED,HWTYPE,SLOPELENKM,LakeFract,SurfArea,RAreaHLoad,FCODEDesc,ONOFFNET,PopupTitle,PopupSubti,Shape__Len,OBJECTID_1,PERMIT_BAS,SUM_SHAPE_,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,Shape__Are,Shape__L_1,Shape_Leng,geometry,fcode,stream_order,
359,Site-359,Over,Next,-75.29119099,43.22830365,mohawk_river_basin,1447108.043,6.91E-07,1,1,4310,45,22743629,11/9/1999,Medium,951623,Great Gulf Creek,6.158,2.02E+12,0,Stream/River,46006,4,1,1,200129000,200089000,200092000,200059000,442.491,200006000,6.158,0,1,0,4,0,0,200059000,0,1,200059000,0,100,0,5.7933,5.7933,5.7933,0,0.238027,0.2979,36605,15898,36605,15929,0.0344141,0,H,6.008,0,0,0,Perennial,1,Great Gulf Creek,Perennial Stream/River,0.061157762,4310,1-Dec,4770324841,Mohawk River Main Stem,12,mohawk_river_basin,8942578624,1216323.919,0.061157761,c(476353.559983963, 4786209.19060201),46006,1
360,Site-360,Over,Next,-75.2033555,43.36404756,mohawk_river_basin,1447108.043,6.91E-07,1,1,5186,48,22742327,11/9/1999,Medium,NA,NA,2.916,2.02E+12,0,Stream/River,46006,5,1,1,200129000,200088000,200092000,200092000,456.661,200006000,2.916,0,1,0,4,0,0,200025000,0,1,200046000,0,100,0,4.6575,4.6575,4.6575,0,0.141992,0.1215,38250,37008,38250,37008,0.00449186,0,H,2.765,0,0,0,Perennial,1,Stream/River,Perennial,0.030934068,5186,3-Dec,1453232713,West Canada Creek,12,mohawk_river_basin,2750908732,481922.0583,0.030934068,c(483523.018427678, 4801263.02641369),46006,1
361,Site-361,Over,Next,-76.52061937,42.47968333,seneca_oneida_oswego_river_basin,495855.254,2.02E-06,4,1,36208,25,21984181,1/15/2009,Medium,NA,NA,0.056,4.1402E+12,120052831,Artifical Path,55800,2,6,6,90070000,90070000,90009900,90005100,177.654,90003600,760.815,0,0,0,2,90005100,90010000,90005100,0,1,90009800,0,100,0,0.0126,750.188,750.188,0,1.68711,0,0,11622,11624,11624,1.00E-05,0,NA,0.056,0.000467129,79973.6,0.0787158,NA,1,Artifical Path,NA,0.000508448,36208,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.000508448,c(375014.829829624, 4704157.34833265),55800,4
362,Site-362,Over,Next,-76.89399176,42.81974327,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,32596,25,21977959,9/29/1999,Medium,970261,Kendig Creek,9.718,4.1402E+12,0,Stream/River,46006,2,1,1,90105900,90068200,90075400,90037800,143.862,90003600,9.718,0,1,0,2,0,0,90037800,0,1,90058100,0,100,0,17.6247,17.625,17.625,0,0.407692,1.4868,20595,16173,20595,16173,0.00459333,0,H,9.627,0,0,0,Perennial,1,Kendig Creek,Perennial Stream/River,0.098476944,32596,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.098476945,c(345171.153040865, 4742537.60586893),46006,1
363,Site-363,Over,Next,-75.8942619,43.33994838,seneca_oneida_oswego_river_basin,756638.3876,1.32E-06,2,1,37897,23,22024778,1/15/2009,Medium,955657,Little River,0.161,4.1402E+12,22022440,Artifical Path,55800,4,2,2,90070700,90070700,90031700,90017700,158.651,90003600,17.709,0,0,0,4,90017700,90034400,90017700,0,1,90029600,0,100,0,0.8892,24.531,24.531,0,0.168178,0,0,17113,17203,17113,0.00559006,0,NA,0.161,0.128599,32489.3,0.534364,NA,1,Little River,Artifical Path,0.001543333,37897,3-Jul,3876672333,Oneida River,7,seneca_oneida_oswego_river_basin,7305031225,795041.8477,0.001543334,c(427513.136163135, 4798954.86880692),55800,2
364,Site-364,Over,Next,-77.03802363,43.06277749,seneca_oneida_oswego_river_basin,550950.2822,1.82E-06,3,1,36326,24,904140217,4/6/2010,Medium,NA,NA,2.588,4.1402E+12,0,Connector,33400,4,3,3,90073000,90073000,90031600,90029500,145.284,90003600,24.671,0,0,0,4,90029500,90034500,90029500,0,1,90029500,19.8373,100,0,3.1743,27.86,27.86,0,0.118847,0,0,12455,12704,12455,0.00096213,0,NA,2.588,0,0,0,Connector,1,Connector,NA,0.029651363,36326,4-Jul,2325959562,Clyde River,7,seneca_oneida_oswego_river_basin,4339432532,514153.2049,0.029651361,c(334050.845335219, 4769801.84007665),33400,3
365,Site-365,Over,Next,-76.85906742,42.37067216,seneca_oneida_oswego_river_basin,495855.254,2.02E-06,4,1,32084,25,21984487,1/15/2009,Medium,NA,NA,1.853,4.1402E+12,21982619,Artifical Path,55800,2,4,4,90070100,90070100,90014400,90013900,196.577,90003600,251.643,0,0,0,2,90013900,90014700,90013900,0,1,90014100,13.792,100,1,7.272,259.708,258.296,0,0.0963117,0,0,13525,13547,13547,1.00E-05,0,NA,1.853,0,0,0,NA,1,Artifical Path,NA,0.016976135,32084,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.016976134,c(346930.710150157, 4692606.735165),55800,4
366,Site-366,Over,Next,-77.27457461,42.63389912,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,34781,24,21981865,9/29/1999,Medium,NA,NA,2.282,4.1402E+12,0,Stream/River,46006,6,1,1,90106600,90069400,90074700,90074700,220.143,90003600,2.282,0,1,0,5,0,0,90014100,0,1,90034400,0,100,0,1.548,1.548,1.548,0,0.0959907,0.2052,61401,28868,61401,28868,0.148417,1,H,2.192,0,0,0,Perennial,1,Stream/River,Perennial,0.024338732,34781,4-Jul,2325959562,Clyde River,7,seneca_oneida_oswego_river_basin,4339432532,514153.2049,0.024338734,c(313502.148553902, 4722669.23095426),46006,1
367,Site-367,Over,Next,-76.12190981,43.20688857,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,37489,23,22025604,12/1/1999,Medium,NA,NA,3.057,4.1402E+12,0,Stream/River,46006,4,1,1,90070900,90071000,90057400,90057400,78.136,90003600,4.538,0,0,0,3,90057400,90073900,90026300,0,1,90029600,0,67.4056,0,2.061,3.308,3.308,0,0.171598,0,0,11270,11836,11275,0.00183513,1,NA,3.057,0,0,0,Perennial,1,Stream/River,Perennial,0.034452735,37489,3-Jul,3876672333,Oneida River,7,seneca_oneida_oswego_river_basin,7305031225,795041.8477,0.034452732,c(408862.013254901, 4784400.76853372),46006,1
368,Site-368,Over,Next,-76.55315024,42.88374339,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,33158,26,21977535,9/29/1999,Medium,968480,Veness Brook,4.846,4.1402E+12,0,Stream/River,46006,3,1,1,90105800,90068600,90075500,90058000,127.093,90003600,4.846,0,1,0,3,0,0,90058000,0,1,90058000,0,100,0,5.778,5.778,5.778,0,0.21915,0.7956,26096,21671,26096,21671,0.00930403,0,H,4.756,0,0,0,Perennial,1,Veness Brook,Perennial Stream/River,0.049318744,33158,6-Jul,573750121.2,Owasco Creek,7,seneca_oneida_oswego_river_basin,1065431373,275708.2283,0.049318745,c(373165.698774401, 4749074.83866555),46006,1
369,Site-369,Over,Next,-76.47553596,43.02161668,seneca_oneida_oswego_river_basin,550950.2822,1.82E-06,3,1,32307,27,21974979,1/15/2009,Medium,970613,Skaneateles Creek,8.876,4.1402E+12,0,Stream/River,46006,2,3,3,90067600,90067400,90014100,90013400,90.344,90003600,184.339,0,0,0,2,90013400,90014400,90013400,0,1,90013900,24.5179,100,0,18.3591,240.809,240.809,0,0.228196,0,0,12362,17333,12362,0.00560049,0,NA,8.876,0,0,0,Perennial,1,Skaneateles Creek,Perennial Stream/River,0.092688037,32307,7-Jul,254118911.3,Skaneateles Creek,7,seneca_oneida_oswego_river_basin,473682647.9,172106.4069,0.092688039,c(379772.724750685, 4764271.64895943),46006,3
370,Site-370,Over,Next,-76.73581601,42.7797132,seneca_oneida_oswego_river_basin,756638.3876,1.32E-06,2,1,36085,25,21980043,1/15/2009,Medium,NA,NA,4.731,4.1402E+12,120052831,Artifical Path,55800,3,2,2,90068800,90068800,90048300,90048300,134.129,90003600,13.02,0,0,0,2,90048300,90058100,90005100,0,1,90005400,0,100,0,7.9074,14.826,14.826,0,142.531,0,0,11622,11664,11624,8.45E-05,1,NA,4.731,0.000602037,103070,6.65008,NA,1,Artifical Path,NA,0.049523624,36085,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.049523624,c(358010.396151724, 4737813.83687444),55800,2
371,Site-371,Over,Next,-75.7333533,43.36568583,seneca_oneida_oswego_river_basin,550950.2822,1.82E-06,3,1,36674,23,22023144,11/9/1999,Medium,956244,Mad River,2.957,4.1402E+12,0,Stream/River,46006,4,3,3,90070400,90070700,90019300,90018700,152.683,90003600,109.36,0,0,0,4,90018700,90019900,90018700,0,1,90018700,0,100,0,2.4777,117.546,117.546,0,0.0806566,0,0,17680,20506,18225,0.00771389,0,NA,2.957,0,0,0,Perennial,1,Mad River,Perennial Stream/River,0.032787977,36674,3-Jul,3876672333,Oneida River,7,seneca_oneida_oswego_river_basin,7305031225,795041.8477,0.032787978,c(440581.190279234, 4801686.00475535),46006,3
372,Site-372,Over,Next,-76.7417731,43.10051591,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,35465,25,21974165,12/1/1999,Medium,NA,NA,4.064,4.1402E+12,0,Stream/River,46006,3,1,1,90105500,90067700,90075800,90058200,109.025,90003600,4.064,0,1,0,3,0,0,90058200,0,1,90058200,0,100,0,4.3983,4.398,4.398,0,0.208943,0.4473,13133,11599,13133,11599,0.00386009,0,H,3.974,0,0,0,Perennial,1,Stream/River,Perennial,0.039380007,35465,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.039380007,c(358261.099596474, 4773449.31596457),46006,1
373,Site-373,Over,Next,-76.52054801,42.56183413,seneca_oneida_oswego_river_basin,756638.3876,1.32E-06,2,1,33320,25,21978791,9/29/1999,Medium,NA,NA,1.238,4.1402E+12,0,Stream/River,46006,4,2,2,90068400,90068400,90037800,90034500,175.366,90003600,19.845,0,0,0,4,90034500,90042200,90034500,0,1,90034500,0,100,0,0.4779,9.104,9.104,0,0.0419109,0,0,15374,24109,15379,0.070517,0,NA,1.238,0,0,0,Perennial,1,Stream/River,Perennial,0.014562769,33320,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.014562769,c(375184.352996479, 4713279.46765194),46006,2
374,Site-374,Over,Next,-77.06909116,42.69285166,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,32622,25,21981743,9/29/1999,Medium,NA,NA,2.196,4.1402E+12,0,Stream/River,46006,4,1,1,90106500,90069400,90074800,90074800,174.202,90003600,2.196,0,1,0,3,0,0,90047800,0,1,90057800,0,100,0,1.4877,1.488,1.488,0,0.105485,0.1737,34870,24381,34870,24381,0.0498053,1,H,2.106,0,0,0,Perennial,1,Stream/River,Perennial,0.02433697,32622,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.02433697,c(330511.162140406, 4728782.99750883),46006,1
375,Site-375,Over,Next,-75.99602171,43.31231703,seneca_oneida_oswego_river_basin,550950.2822,1.82E-06,3,1,36597,23,22023262,12/11/2001,Medium,970590,Scriba Creek,0.474,4.1402E+12,0,Stream/River,46006,3,3,3,90070400,90070800,90023900,90014700,94.941,90003600,38.541,0,0,0,3,90014700,90025000,90014700,0,1,90022900,70.2791,100,0,0.2007,45.763,45.763,0,0.0175392,0,0,14219,14333,14219,0.00240506,0,NA,0.474,0,0,0,Perennial,1,Scriba Creek,Perennial Stream/River,0.005464902,36597,3-Jul,3876672333,Oneida River,7,seneca_oneida_oswego_river_basin,7305031225,795041.8477,0.005464901,c(419228.06112282, 4795979.64408387),46006,3
376,Site-376,Over,Next,-77.11978577,42.99644613,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,34635,24,21982159,9/29/1999,Medium,NA,NA,1.861,4.1402E+12,0,Stream/River,46006,5,1,1,90106600,90069200,90074700,90074700,171.976,90003600,1.861,0,1,0,4,0,0,90007000,0,1,90009700,0,100,0,2.3715,2.372,2.372,0,0.103809,0.1386,16113,15237,16113,15237,0.00494635,1,H,1.771,0,0,0,Perennial,1,Stream/River,Perennial,0.017102833,34635,4-Jul,2325959562,Clyde River,7,seneca_oneida_oswego_river_basin,4339432532,514153.2049,0.017102834,c(327206.976099783, 4762600.4798021),46006,1
377,Site-377,Over,Next,-76.81317789,42.56546594,seneca_oneida_oswego_river_basin,756638.3876,1.32E-06,2,1,33985,25,21979517,9/29/1999,Medium,974044,Mill Creek,6.34,4.1402E+12,0,Stream/River,46006,2,2,2,90068600,90068400,90058000,90034400,174.57,90003600,11.751,0,0,0,2,90034400,90075200,90034400,0,1,90048400,0,100,0,12.285,18.906,18.906,0,0.229942,0,0,29537,37817,29668,0.0128533,0,NA,6.34,0,0,0,Perennial,1,Mill Creek,Perennial Stream/River,0.062466473,33985,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.062466473,c(351171.543449373, 4714155.57982289),46006,2
378,Site-378,Over,Next,-77.29626904,42.79467374,seneca_oneida_oswego_river_basin,756638.3876,1.32E-06,2,1,36021,24,21982355,1/15/2009,Medium,NA,NA,1.392,4.1402E+12,21980955,Artifical Path,55800,6,2,2,90069500,90069500,90042100,90042100,206.756,90003600,15.293,0,0,0,5,90042100,90048300,90011600,0,1,90014400,0,100,0,2.2068,18.838,18.838,0,182.827,0,0,20955,21015,21015,1.00E-05,1,NA,1.392,0.003014,127400,6.11611,NA,1,Artifical Path,NA,0.015953082,36021,4-Jul,2325959562,Clyde River,7,seneca_oneida_oswego_river_basin,4339432532,514153.2049,0.015953081,c(312208.935873318, 4740571.33538818),55800,2
379,Site-379,Over,Next,-75.52671799,43.20471288,seneca_oneida_oswego_river_basin,550950.2822,1.82E-06,3,1,37611,23,166766867,1/15/2009,Medium,NA,NA,3.981,4.1402E+12,120048728,Artifical Path,55800,5,3,3,90071900,90070800,90031700,90031700,127.759,90003600,44.999,0,0,0,4,90031700,90034300,90025000,90026300,2,90026300,0,49.9245,0,3.339,65.501,65.501,0,0.232708,0,0,12740,12759,12753,1.51E-05,1,NA,3.981,0,0,0,NA,1,Artifical Path,NA,0.049199162,37611,3-Jul,3876672333,Oneida River,7,seneca_oneida_oswego_river_basin,7305031225,795041.8477,0.049199162,c(457210.848277672, 4783682.87133663),55800,3
380,Site-380,Over,Next,-76.32243231,43.22468312,seneca_oneida_oswego_river_basin,756638.3876,1.32E-06,2,1,38023,21,21972518,12/1/1999,Medium,NA,NA,5.198,4.1402E+12,0,Stream/River,46006,2,2,2,90067300,90067400,90058300,90042300,33.747,90003600,8.053,0,0,0,2,90042300,90075900,90042300,0,1,90048500,1.5736,100,0,4.4109,5.95,5.95,0,0.258523,0,0,10895,12474,10895,0.0030377,0,NA,5.198,0,0,0,Perennial,1,Stream/River,Perennial,0.053211412,38023,1-Jul,769858245,Lower Seneca-Oswego Rivers,7,seneca_oneida_oswego_river_basin,1449228890,413748.9091,0.053211411,c(392603.697366131, 4786614.85855166),46006,2
381,Site-381,Over,Next,-76.30261069,42.64782993,seneca_oneida_oswego_river_basin,756638.3876,1.32E-06,2,1,33480,25,21978497,9/29/1999,Medium,NA,NA,5.513,4.1402E+12,0,Stream/River,46006,4,2,2,90068400,90068400,90058000,90058000,224.04,90003600,8.974,0,0,0,3,90058000,90075300,90010400,0,1,90029600,0,100,0,7.4151,9.948,9.948,0,0.213472,0,0,38948,48052,38948,0.0165137,1,NA,5.513,0,0,0,Perennial,1,Stream/River,Perennial,0.05563721,33480,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.055637212,c(393221.226007439, 4722530.52719067),46006,2
382,Site-382,Over,Next,-76.67498593,42.86043404,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,33207,25,21977527,9/29/1999,Medium,NA,NA,2.195,4.1402E+12,0,Stream/River,46006,4,1,1,90105800,90068200,90075500,90075500,129.847,90003600,2.195,0,1,0,3,0,0,90037800,0,1,90042200,0,100,0,2.16,2.16,2.16,0,0.114902,0.3447,18386,16140,18386,16140,0.0106698,1,H,2.105,0,0,0,Perennial,1,Stream/River,Perennial,0.025823603,33207,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.025823603,c(363164.572348509, 4746677.1401747),46006,1
383,Site-383,Over,Next,-75.97373879,43.24730623,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,36899,23,22024608,11/9/1999,Medium,NA,NA,2.749,4.1402E+12,0,Stream/River,46006,4,1,1,90107300,90070500,90074000,90074000,85.461,90003600,2.749,0,1,0,3,0,0,90031700,0,1,90037700,0,100,0,2.1834,2.183,2.183,0,0.144382,0.324,13397,11313,13397,11344,0.00772385,1,H,2.658,0,0,0,Perennial,1,Stream/River,Perennial,0.029974234,36899,3-Jul,3876672333,Oneida River,7,seneca_oneida_oswego_river_basin,7305031225,795041.8477,0.029974237,c(420950.969398183, 4788738.57702561),46006,1
384,Site-384,Over,Next,-76.50809422,43.08010528,seneca_oneida_oswego_river_basin,495855.254,2.02E-06,4,1,35326,25,21975131,1/15/2009,Medium,970593,Seneca River,4.323,4.1402E+12,22747017,Artifical Path,55800,1,6,6,90067700,90067700,90003700,90003600,81.143,90003600,13364.3,0,0,0,1,90003600,90003700,90003600,0,1,90003700,0,100,0,7.6446,15362.5,7952.64,0,0.134952,0,0,11283,11478,11478,1.00E-05,0,NA,4.323,0,0,0,NA,1,Seneca River,Artifical Path,0.044267757,35326,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.044267757,c(377236.556614506, 4770814.06161116),55800,4
385,Site-385,Over,Next,-76.43054294,42.38175206,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,33560,25,21983575,9/29/1999,Medium,NA,NA,1.882,4.1402E+12,0,Stream/River,46006,5,1,1,90106900,90069800,90074400,90074400,195.414,90003600,1.882,0,1,0,4,0,0,90048200,0,1,90048200,0,100,0,0.9729,0.973,0.973,0,0.0889815,0.7902,27696,26099,27696,26099,0.0854011,1,H,0.187,0,0,0,Perennial,1,Stream/River,Perennial,0.021309326,33560,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.021309326,c(382235.454565921, 4693154.22486311),46006,1
386,Site-386,Over,Next,-76.72411113,42.81782139,seneca_oneida_oswego_river_basin,550950.2822,1.82E-06,3,1,36101,25,21979975,1/15/2009,Medium,NA,NA,1.381,4.1402E+12,120052831,Artifical Path,55800,3,3,3,90068800,90068800,90027900,90026400,131.702,90003600,59.61,0,0,0,3,90026400,90029600,90026400,0,1,90026400,0,100,0,1.2699,47.682,43.743,0,41.6054,0,0,11624,11624,11624,1.00E-05,0,NA,1.381,0.000615039,105296,1.94119,NA,1,Artifical Path,NA,0.014534019,36101,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.014534018,c(359054.422900686, 4742026.04645864),55800,3
387,Site-387,Over,Next,-76.73226604,43.15393637,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,35109,25,21973991,12/1/1999,Medium,945344,Butler Creek,5.839,4.1402E+12,0,Stream/River,46006,2,1,1,90105400,90067400,90075900,90003800,121.48,90003600,5.839,0,1,0,2,0,0,90003800,0,1,90058300,0,100,0,8.1333,8.133,8.133,0,0.325943,1.1232,12759,12380,12759,12391,0.00064011,0,H,5.749,0,0,0,Perennial,1,Butler Creek,Perennial Stream/River,0.056943949,35109,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.056943949,c(359157.417995306, 4779365.84961891),46006,1
388,Site-388,Over,Next,-77.19974793,42.863423,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,34711,24,21981375,9/29/1999,Medium,NA,NA,0.615,4.1402E+12,0,Stream/River,46006,6,1,1,90069300,90069500,90042100,90034400,197.32,90003600,3.345,0,0,0,6,90034400,90048200,90034400,0,1,90037700,0,100,0,0.2619,2.781,2.781,0,0.0340371,0,0,27464,27726,27464,0.00426016,0,NA,0.615,0,0,0,Perennial,1,Stream/River,Perennial,0.006410012,34711,4-Jul,2325959562,Clyde River,7,seneca_oneida_oswego_river_basin,4339432532,514153.2049,0.006410013,c(320302.19847747, 4747995.50674854),46006,1
389,Site-389,Over,Next,-77.32878654,43.04635163,seneca_oneida_oswego_river_basin,495855.254,2.02E-06,4,1,31959,24,21976127,11/10/1999,Medium,970156,Ganargua Creek,10.56,4.1402E+12,0,Stream/River,46006,4,4,4,90067900,90067900,90016400,90014400,173.24,90003600,243.723,0,0,0,4,90014400,90016800,90014400,0,1,90016000,0,100,0,18.3465,271.09,271.09,0,0.307863,0,0,13893,16172,13939,0.00211458,0,NA,10.56,0,0,0,Perennial,1,Ganargua Creek,Perennial Stream/River,0.111193298,31959,4-Jul,2325959562,Clyde River,7,seneca_oneida_oswego_river_basin,4339432532,514153.2049,0.111193297,c(310323.545480684, 4768594.01912124),46006,4
390,Site-390,Over,Next,-77.38309625,42.87122515,seneca_oneida_oswego_river_basin,550950.2822,1.82E-06,3,1,31968,24,21981353,9/29/1999,Medium,970380,Mud Creek,3.191,4.1402E+12,0,Stream/River,46006,4,3,3,90069300,90069300,90021300,90014400,201.843,90003600,81.599,0,0,0,4,90014400,90022000,90014400,0,1,90020600,0,100,0,3.078,90.86,90.86,0,0.112646,0,0,25132,25769,25180,0.00184581,0,NA,3.191,0,0,0,Perennial,1,Mud Creek,Perennial Stream/River,0.032615058,31968,4-Jul,2325959562,Clyde River,7,seneca_oneida_oswego_river_basin,4339432532,514153.2049,0.032615058,c(305348.34098023, 4749269.66905036),46006,3
391,Site-391,Over,Next,-75.49001779,43.27073691,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,37192,23,22024606,11/9/1999,Medium,971601,Wood Creek,9.933,4.1402E+12,0,Stream/River,46006,3,1,1,90107300,90070700,90074000,90015000,135.155,90003600,9.933,0,1,0,3,0,0,90015000,0,1,90057500,0,100,0,17.7606,17.761,17.761,0,0.421895,1.008,16745,13965,16745,13965,0.00282434,0,H,9.843,0,0,0,Perennial,1,Wood Creek,Perennial Stream/River,0.106478292,37192,3-Jul,3876672333,Oneida River,7,seneca_oneida_oswego_river_basin,7305031225,795041.8477,0.106478292,c(460235.236077946, 4790996.94030138),46006,1
392,Site-392,Over,Next,-76.40961387,42.64118938,seneca_oneida_oswego_river_basin,550950.2822,1.82E-06,3,1,32288,26,21978403,9/29/1999,Medium,959668,Owasco Inlet,0.086,4.1402E+12,0,Stream/River,46006,2,3,3,90068400,90068400,90019300,90007800,161.742,90003600,82.081,0,0,0,2,90007800,90019900,90007800,0,1,90018700,0,100,0,0.0045,88.364,88.364,0,0.00505628,0,0,24620,25353,25353,1.00E-05,0,NA,0.086,0,0,0,Perennial,1,Owasco Inlet,Perennial Stream/River,0.001051029,32288,6-Jul,573750121.2,Owasco Creek,7,seneca_oneida_oswego_river_basin,1065431373,275708.2283,0.001051029,c(384437.430649143, 4721933.81292293),46006,3
393,Site-393,Over,Next,-75.97508441,43.16624661,seneca_oneida_oswego_river_basin,495855.254,2.02E-06,4,1,36359,23,22023602,11/9/1999,Medium,946596,Chittenango Creek,5.51,4.1402E+12,0,Stream/River,46006,3,4,4,90070500,90070500,90011400,90010700,87.762,90003600,547.163,0,0,0,3,90010700,90011500,90010700,0,1,90011200,0,100,0,5.5593,804.734,796.84,0,0.164049,0,0,11260,11427,11262,0.00029945,0,NA,5.51,0,0,0,Perennial,1,Chittenango Creek,Perennial Stream/River,0.057282792,36359,3-Jul,3876672333,Oneida River,7,seneca_oneida_oswego_river_basin,7305031225,795041.8477,0.057282793,c(420736.834829202, 4779737.90630385),46006,4
394,Site-394,Over,Next,-76.36165399,42.50801132,seneca_oneida_oswego_river_basin,495855.254,2.02E-06,4,1,32204,25,21979557,9/29/1999,Medium,949879,Fall Creek,6.462,4.1402E+12,0,Stream/River,46006,3,4,4,90068600,90068500,90017300,90010400,200.197,90003600,126.083,0,0,0,3,90010400,90017700,90010400,0,1,90016800,0,100,0,4.68,147.522,147.522,0,0.355483,0,0,31105,31218,31218,1.00E-05,0,NA,6.462,0,0,0,Perennial,1,Fall Creek,Perennial Stream/River,0.069003276,32204,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.069003278,c(388131.50728141, 4707080.93190422),46006,4
395,Site-395,Over,Next,-75.55029899,43.51030971,seneca_oneida_oswego_river_basin,495855.254,2.02E-06,4,1,36519,23,22022132,11/9/1999,Medium,949002,East Branch Fish Creek,1.136,4.1402E+12,0,Stream/River,46006,2,4,4,90070200,90070200,90017700,90005700,164.018,90003600,178.646,0,0,0,2,90005700,90018200,90005700,0,1,90017200,0,100,1,2.5389,200.417,200.417,0,0.0291232,0,0,45121,46320,45728,0.00521126,0,NA,1.136,0,0,0,Perennial,1,East Branch Fish Creek,Perennial Stream/River,0.010901618,36519,3-Jul,3876672333,Oneida River,7,seneca_oneida_oswego_river_basin,7305031225,795041.8477,0.010901619,c(455518.982115516, 4817633.42810251),46006,4
396,Site-396,Over,Next,-76.7739648,42.38861604,seneca_oneida_oswego_river_basin,2218493.136,4.51E-07,1,1,34135,25,21983559,9/29/1999,Medium,NA,NA,1.52,4.1402E+12,0,Stream/River,46006,4,1,1,90106900,90069800,90074400,90074400,212.423,90003600,1.52,0,1,0,3,0,0,90016400,0,1,90057600,0,100,0,0.9153,0.915,0.915,0,0.0764301,0.1386,53075,46109,53075,46109,0.0487474,1,H,1.429,0,0,0,Perennial,1,Stream/River,Perennial,0.014874553,34135,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,seneca_oneida_oswego_river_basin,8628834470,1035297.415,0.014874553,c(353979.579956404, 4694449.47521976),46006,1
397,Site-397,Over,Next,-76.17793377,43.05406953,seneca_oneida_oswego_river_basin,756638.3876,1.32E-06,2,1,36315,22,904140174,12/1/2010,Medium,NA,NA,3.04,4.1402E+12,-9998,Connector,33400,3,2,2,90073000,90073000,90037500,90034200,59.43,90003600,23.026,0,0,0,3,90034200,90042200,90034200,0,1,90034200,0,100,0,6.9264,35.539,35.539,0,0.125817,0,0,11043,11760,11208,0.00181578,0,NA,3.04,0,0,0,Connector,1,Connector,NA,0.030528018,36315,2-Jul,746440444.5,Onondaga Lake,7,seneca_oneida_oswego_river_basin,1395702056,261110.673,0.030528017,c(404072.319414887, 4767492.38836584),33400,2
